url,article
https://thehimalayantimes.com/nepal/elderly-man-dies-after-covid-shot-in-dhading,"An elderly died after he was administered a vaccine against COVID-19 at Dhading's Nilkantha Municipality-6 today. The deceased has been identified as Nar Bahadur Shrestha, 78. According to Shrestha's family members, Shrestha died half-an-hour after he received a dose of Johnson and Johnson vaccine. Dr Tribhuvan Chandra Jha at Dhading Hospital said the incident was a matter of investigation, but refused to make further comments. ""We can speak only after the post-mortem report as to whether or not the vaccine led to Shrestha's death"", said Dr Jha. The body has been kept in Dhading Hospital for the post-mortem. Shrestha had reached Sunaulo bazaar Health Post to get vaccinated. He had stayed at the post for half-an-hour and returned home. He was rushed to the hospital after he collapsed at his home.A version of this article appears in the print on July 24 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/rotary-club-provides-28-different-medical-equipment-to-dhading-hospital,"Dhading Hospital has received ventilators and equipment required for providing services, from the Rotary Club. The club has provided ventilators worth Rs 650,000 to the hospital. Rotary Club Dhading and Rotary Club Narayangadh, through the financial assistance of Rotary Club Honolulu Sunset (USA), extended their support to the hospital by means of providing them with the ventilators, Intensive Care Unit related equipment and other necessary medical equipment under their global grant project. 
  28 different types of equipment were handed over to the hospital administration on Saturday. The support includes ventilator one unit, ICU bed three units, 5 Parametre Cardiac Monitor four units, AED with deflator one unit, washing machine 19 kgs one unit, water filter machine one set, sodium, potassium, Laboratory analyser one unit, Electrocardiography machine, Deep vein thrombosis Pump one unit, infusion pump three unit, Room Air Filtration machine six units PT/INR machine one unit, media trolley two units and automated hand sanitiser one-one unit. Chair of the Hospital Management Committee, Mahendra Dhamala shared that the equipment will be of great help in treating patients. Recently, Dhading Hospital has established its own oxygen plant and mini plant and with the oxygen concentrator, it has become self-reliant in fulfilling the need for medical oxygen. However, to use the ventilator, the hospital needs an anesthesiologist and a physician urgently. It has already initiated process to make the recruitment by requesting Ministry of Health and Population and Ministry of Social Development of the province. 
 "
https://thehimalayantimes.com/nepal/shanti-nepal-provides-nutritious-food-to-address-child-malnutrition-issue-in-dhading,"As many as 615 households in Dhading district have been provided with nutritious food in a bid to improve the condition of malnutrition among children below five years. Shanti Nepal Dhading with aid from the international non-govermental organisation MCCN distributed the food materials to families residing in Gajuri and Benighat Rorang Rural Municipality-5. Project Coordinator of Shanti Nepal Lal Prasad Pokhrel said that 201 families of Gajuri Rural Municiapality and 414 households of Benighat Rorang RM were supplied with the materials. He shared that families of pregnant women, women in postpartum period, elderly citizens who were unable to receive their elderly allowances, children whose parents were not able to go to work due to pandemic restrictions were provided with the supplies. Each package included 30 kgs of rice, two kilos of lentil, two litres oil, two kgs each of sugar and salt, one crate of eggs, three kg flour, and three units of soap. The distribution programme started on June 12 and ended on June 19. Shanti Nepal in coordination with the rural municipalities has initiated operation of 134 growth measurement centres in those two RMs. They measure the weights of 2,642 children below 5 years of age every month. Of those who are measured, 6% of the children are highly underweight, 3% of them fall under highly lean and thin category while 20% fall under high stunting category. Similarly, 19% are underweight, 5% are in medium level of lean and thin category and 25 % are medium stunting category."
https://thehimalayantimes.com/nepal/body-of-missing-youth-found,"Of the two persons, who went missing after landslide buried them while they were constructing the road with an excavator at Rubivalley Rural Municipality in Dhading last night, the body of one was recovered this evening. The rural municipality is the most isolated area of the district. It lies in the northern part of the district. Excavator driver Raju Parajuli, 23, of Sindhupalchowk and his helper Jojo Tamang, 20, of Rubivalley Rural Municipality, Dhading had gone missing since last evening. Police said Parajuli's body was recovered this evening. Chairman of the rural municipality Prashant Tamang said the incident occurred when the excavator driver and his helper were constructing the Dhadingbenshi-Sangkosh-Tipling-Somdang road section yesterday at 6:00pm. He said massive landslide suddenly fell upon them while they were constructing the road. Tamang added that the rescue team was deployed just after the incident took place. He said it was very difficult to carry out the rescue operation due to continuous rainfall following the landslides in the area. Tamang said communication was also disrupted. SP Mahendra Khadka of Dhading District Police Office said his office had been taking information about the incident via internal communication as mobile communication was disconnected owing to continuous rainfall and landslides. A joint police team deployed from Sertung Police Post and Area Police Office, Darkha reached the incident site and gathered information. The incident site does not have road connection. Road construction is under way at Dhadingbensi, Sangkosh, Tipling, Somdang. Vehicular movement had started after construction of a bridge at Dundure along the road section. A version of this article appears in the print on June 20, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/two-buried-under-landslide-debris-in-dhading,"Two persons have been buried under debris of a landslide, along with an excavator, in Ruby Valley of Dhading, on Friday. The driver of the excavator, a resident of Sindhupalchowk district, and the assistant driver Jojo Tamang from Ruby Valley-5, were working at the Dhadingbesi Sangkosh Tipling Somdang road construction site when the landslide occurred in Ataakhola, Ruby Valley-2, at around 6 pm, informed Chair of the RM, Prashant Tamang. The two have gone missing since yesterday. Despite launching immediate rescue attempts and mobilisation of personnel for searching the missing, the two could not be located as further rainfall in the nighttime caused more landslide and disrupted communication medium as well, shared Tamang. The police used internal communication system in a bid to update concerned personnel about the search operation while the team from Setung-based police unit stayed at the incident site, informed Chief of District Police Office Dhading, Superintendent of Police Mahendra Khadka."
https://thehimalayantimes.com/nepal/four-years-since-study-of-landslide-prone-villages-of-northern-dhading-implementation-of-transferring-residents-still-a-far-cry,"As monsoon marks its arrival with increased incidents of floods and landslides, District Administration Office of Dhading has alerted all residents in the district to remain cautious. Like other places across the country, Dhading too is receiving incessant rainfall since the onset of monsoon. On Tuesday, heavy rains caused landslide at Dhungakhani (stone-quarry) of Tikrang Cement Factory blocking Araniko Highway for almost a day. As many as 34 residential areas of northern part of the district are at increased risk this season, which has been so especially after the topography in the region has become vulnerable owing to 2015 earthquakes. Geologists had earlier warned that the aforementioned 34 villages are at high risk of landslides. However, despite the warnings, people living in those areas have not been relocated or rehabilitated to a safer place yet. Years have passed since the geologists recommended that the place is not safe, is prone to additional disasters and that immediate evacuation is required -- but to no avail. There are 25 large and medium rivers flowing through the district and 1,743 smaller rivulets. These rivers and rivulets observe flash floods and increase in water level during rainy seasons. Likewise, as many as 400 houses in the northern part of the district face risk of landslips. People residing here live in fear and spend many-a-sleepless nights even if there is so much as a drizzle of rain. They are compelled to take this risk despite the threatening situation as no initiative has been taken to mitigate such threats from policy making level, shares member of Red Cross Society, District branch Dhading, Mimba Tamang. District Disaster Management Committee had listed Negrang of Khaniyabas, Hindung of Rubi valley, Simple, Chaamrang, Cheprang, Gamrang of Gangajamuna, Andar, Kichet, Karang, including others of the northern part as risky zones for habitation, four years ago. Similarly, places such as Ri, Lapa, Setung, Jharlang and Tipling are located in landslide prone area and yet people reside there as there is nowhere else to go. Based upon the inspection of representatives from the Parliament and geologists, Village rehabilitation recommendation committee had recommended 47 villages to be transferred to the Natural Disaster Relief Committee. Eleven villages were listed as completely risky and not fit for residing. A total of 259 houses needed to be transferred immediately. The discussion of transferring the people in the area is carried out every year, however, any action in regard to the same is yet to be carried out. District Disaster Management Committee had marked 17 places that were safe to reside and 13 places were to be prepared as community home construction, as per the workplan. For those who cannot build houses in their own lands, government had allocated Rs 200,000 as grant for such 96 families to buy land in other areas. But the implementation of the programme could not run further and was halted midway."
https://thehimalayantimes.com/nepal/lions-club-supports-temporary-covid-hospital-four-other-institutions-in-dhading-with-medical-supplies,"Lions Club of Nepal Highlight has provided medical supplies to Dhadingbesi-based Temporary Covid Hospital, and other health centres in Jwalamukhi Rural Municipality, Tripurasundari Rural Municipality, Aaginchowk health centre and Salyantar Primary Health Centre in Dhading district. The club has supported different institutions with four units of oxygen concentrators, 20 units of oxygen regulators, 20 units of digital thermometers, 100 units of face shields, 20 units of oxygen masks, 20 units of pulse oximetres, 40 sets of PPE, 3500 units of surgical masks, 10 units of thermal gun, 125 litres of sanitizer, 25 units of steamer, and Vitamin A supplements for 100 people, shared Chair of the club Chiranjibi Khakural. 
  Khakural said that the oxygen concentrators were provided to the rural health centres as the Temporary Covid Hospital has oxygen plant installed a few days earlier. The medical supplies were distributed in a bid to help the frontline workers, patients and guardians of the patient, the club said. The supplies were distributed by the Chair in participation of other members including Binod Sadaula, Ishwar Bhandari, and Buddhi Prasad Burlakoti."
https://thehimalayantimes.com/nepal/districts-first-two-oxygen-plants-installed-in-dhading,"Neelkantha Municipality has installed two mini oxygen plants at Dhadingbesi-based Temporary Covid Hospital to facilitate treatment of Covid-19 patients. These plants are the first to be established in the district. An estimated NRs 3.3 million has been invested to set up the plants in the building of Division Forest Office, which is currently serving as Temporary Covid Hospital. The plant operated unofficially on Thursday after Municipality Chair Bhim Prasad Dhungana, Vice Chair Mana Raj Bhandari, Chief District Officer Gyan Prasad Dhakal and Chair of District Health Office, Dr Bhuwan Paudel inspected the plants. According to Health Inspector of Neelkantha Municipality, Shiva Rana, the plants can produce 20 litres of oxygen from each plant per minute. The oxygen can be directly used by the patients and can not be stored in the cylinder, the technicians shared."
https://thehimalayantimes.com/nepal/hetauda-hospital-starts-oxygen-production-from-newly-built-plant,"Hetauda Sub-metropolitan City has started production of oxygen in the newly built oxygen plant installed at Hetauda Hospital from Sunday. Mayor of the sub-metropolis Hari Bahadur Mahat inaugurated the plant in the hospital which is run by Madan Bhandari Academy of Health Science. 
  The hospital had been struggling due to lack of oxygen for over a week which has caused a hindrance in treatment of the Covid-19 patients. Mayor Mahat informed that the purchase price of Rs 3.8 million required for the plant was provided by Hetauda sub-metropolis. The plant has a capacity of producing 15 to 20 cylinders of oxygen per day. It was built by workers from the sub-metropolis and the technicians from Kathmandu, Mahat shared. The construction was completed within two days of receiving the plant, the mayor added. Currently, Hetauda Hospital has 54 Covid patients who are receiving treatment. All of them require oxygen supply, informed Registrar of the Academy and Chair of Hospital Development Committee, Rajesh Prasai. This will ease the situation to great extent, he shared."
https://thehimalayantimes.com/nepal/clarification-sought-from-14-nepal-faction-pa-members,"CPN-UML Bagmati Province parliamentary party is planning to take action against some of its Provincial Assembly members. Clarification has been sought from PA members close to the Madhav Nepal faction of CPN-UML for their activities against the party. PA members Astalaxmi Shakya, Rajendra Pande, Arun Prasad Nepal, Rachana Khadka, Kusum Kumar Karki, Basundhara Humagain, Munu Sigdel, Indramaya Gurung, Krishna Prasad Khanal, Basanta Prasad Manandhar, Shantiram Poudel, Mina Gyawali, Parbati Silwal and Laxman Lamsal have been told to submit their clarifications by 5:00pm tomorrow. A meeting of the party's Bagmati Province Parliamentary Board held at Chief Minister Dormani Poudel's residence in Hetauda decided to seek clarification from the dozen-plus party leaders for holding factional gatherings, forming parallel committees, registering a no-confidence motion against the chief minister, and more recently betraying the party by choosing to support independent candidate Dr Khimlal Devkota, instead of their party's official candidate in the recently held by-election. ""Besides, the meeting also reviewed the steps taken by the province to control the pandemic and ratified a condolence proposal over the death of provincial assembly member Pashupati Chaulagain,"" said the party's Chief Whip Dipak Niraula. UML's official party candidate Ram Bahadur Thapa was defeated by independent candidate Dr Devkota in the by-election held on Thursday for a vacant seat for the National Assembly from Bagmati Province. Of the total 105 votes cast at the province level, Thapa had received 45 votes; UML has 56 seats in the Provincial Assembly here. Devkota had secured 58 votes. Meanwhile, the kind of action to be taken against the PA members has been left to the discretion of the chief minister. A version of this article appears in the print on May 23, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/na-by-poll-voting-ends-337-cast-votes-10-absent,"Voting for the vacant post of National Assembly from Bagmati Province has ended. In the by-poll held Thursday, 337 votes were cast while 10 voters remained absent. The voting was open till 3 pm. Four of the ten absentees were members of the Bagmati Province Assembly while other six were local representatives. Chairperson of Helambu Rural Municipality, Sindhupalchowk, Nima Gyanjen Sherpa; Vice-Chair of Mailung Rural Municipality, Dolakha, Kopila Pandit; Chair of Bigu Municipality, Yudhisthir Khadka; and Chair of Khaniyabas Municipality, Dhadhing, Rana Bahadur Tamang -- all from Nepali Congress, were absent. Likewise, from the CPN-UML, Vice Chair of Mailung Rural Municipality, Kalpana Bhandari was absent. Mayor of Bhaktpur, Sunil Prajapati from Nepal Majdoor Kisan Party also did not take part in the voting process. Likewise, Biraj Bhakta Shrestha, Shobha Shakya and Ramesh Poudyal from Bibeksheel Sajha Party, and CPN- Maoist Centre lawmaker Himali Gole abstained from casting their votes. Of the total 348 votes, 105 votes were from members of Bagmati Province Assembly and 232 from local representatives. In an unfortunate incident, one of the voters passed away recently. As many as 20 local representatives and five provincial members who are Covid-19 positive also cast their votes today."
https://thehimalayantimes.com/nepal/all-hospitals-under-bagmati-provincial-government-to-set-up-oxygen-plants-cm-poudel,"Bagmati Chief Minister Dormani Poudel today said all hospitals under the provincial government would establish oxygen plants as per their capacity. He said the process of installing oxygen plants had started. Poudel said his government was working hard to mobilise health workers in isolation wards and coronavirus hospitals. In a virtual discussion held on COVID-19 prevention, control and treatment today, CM Poudel directed the concerned agencies to allocate budget to the hospitals from other headings too. He said the province government would provide fund for prevention, control and treatment of the COVID patients at any cost. ""Since the entire world is battling against COVID, things other than COVID control and prevention are secondary,"" Poudel added. Minister of Internal Affairs and Law Keshavraj Pandey, Social Development Minister Saraswoti Basnet, thirteen district coordination committee coordinators, among others, were present at the virtual interaction. A version of this article appears in the print on May 17, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/covid-infected-woman-dies-for-want-of-icu-bed,"An elderly woman lost her life while searching for an ICU bed at Dimapokhari of Sunapati Rural Municipality-2, Ramechhap, today. According to District Health Office, Ramechhap, a woman aged 63 breathed her last at Manthali Primary Health Centre due to COV- ID today morning. The deceased's relative said that the woman died for want of an ICU bed. ""We inquired for ICU in Kathmandu as Ramechhap does not have ICU and ventilator facility so far. But, we could not find,"" complained the relative. The woman was taken to Kathmandu for treatment after she tested positive for the virus. But she was taken back to the district as there were no ICU beds available even in Kathmandu, Lalitpur and Bhaktapur. After her return to the district, she was taken to Manthali Primary Health Centre for treatment. This is the first death from the COVID in the district so far, said District Health Office, Ramechhap, Chief Jitendra Karna.A version of this article appears in the print on May 15, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/farmers-bearing-burnt-of-restrictions,"Farmers in Ramechhap have been at the receiving end of the restrictive order imposed by the authority to contain the spread of the coronavirus. According to local dairy farmer Dukuna Ghimire, sale of milk has gone down by almost half the usual volume due to the prohibitory order imposed in Manthali. ""Owners of dairy industries don't buy all of our produce citing the provision of a window of just three hours for them to open their shops, which is why we're bearing a huge loss,"" he said. Another farmer Keshar Shrestha lamented that they were unable to sell even half the usual amount of milk these days. A version of this article appears in the print on May 9, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/five-parties-in-na-by-election-fray,"Five political parties are set to participate in a by-election to the National Assembly seat lying vacant in Bagmati Province. Spokesperson of the National Election Commission Raj Kumar Shrestha said that Nepal Workers and Peasants Party, CPN-UML, Nepali Congress, Rastriya Prajatantra Party and CPN-Maoist Centre have registered their parties at the election commission for by-election. The ballot paper for the by-election will reflect election symbols and serial numbers of the contesting political parties. As per the ballot paper, CPN-UML will have the election symbol of 'Sun' while Nepali Congress has 'Tree' as its electoral symbol. CPN-Maoist Centre has the symbol of 'sickle and hammer in a circle'. The NWPP has the electoral symbol of 'Madal'. The Election Commission has decided to publish in the Nepal Gazette a calendar for the by-election to be held on 20 May 2021 for the vacant National Assembly seat in Bagmati Province as per the Clause 48 (930) of the Political Party Act 2016. It has also decided to determine the election symbol for political parties which are registered for contesting the election. A version of this article appears in the print on April 30, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/second-peoples-movement-a-turning-point-in-nepals-history-chief-minister-poudel,"Bagmati Province Chief Minister Dormani Poudel has hailed the success of the historic Second People's Movement as a watershed moment in the nation's history. He further conveyed the government's commitment to fulfilling people's wishes and aspirations. Congratulating the entire nation on the occasion of Democracy Day today, CM Poudel observed that the government was now focused on realising the vision of Prosperous Nepal, Happy Nepali with the end of struggle for rights. ""With the success of the Second People's Movement and the country's declaration as a federal democratic republic, our struggle for rights has concluded. So the only duty of the government and people is to realise the dream of Prosperous Nepal, Happy Nepali,"" he said. The chief minister further clarified that changes could not take place just by paying lip service. ""We can't increase people's trust and respect for this polity unless we are able to change the current reality and bring about changes in people's lives,"" he argued. In his congratulatory message, the chief minster paid respect to the great martyrs of the country and conveyed his and the provincial government's commitment to fulfilling the dream of the martyrs. He also expressed confidence that progressive democratic practice, unity and honest efforts would help in realising the dream of a better nation. A version of this article appears in the print on April 25, 2021, of The Himalayan Times."
https://thehimalayantimes.com/nepal/nepali-congress-demands-action-against-rampur-incident-culprits,"Nepali Congress Parliamentary Party has condemned the attack on Nepal Students Union (NSU) leaders in Rampur Agriculture Campus, Chitwan. Issuing a press release, NC chief whip Balkrishna Khand stated that the college was a place for learning and conducting academic activities peacefully, but such an incident creates stress among the students. He added, it was surprising that the local administration remained a mute spectator. Leader Khand has further demanded that treatment of injured students be carried out. An unidentified armed group had attacked students Dipesh Baniya, Khemraj Upadhyay, Sonam Lama, and Himal Acharya."
https://thehimalayantimes.com/nepal/windstorm-wreaks-havoc-in-dhading,"Property worth millions was destroyed by the strong winds in Dhading on Thursday night.  Windstorm coupled with rain blew away rooftops of houses and damaged crops, fruits, and vegetables. According to Nepal Red Cross Society's Dhading Chair, Narayan Timilsina, the heavy wind blew away roofs of 10 houses in Wards 6 and 7 of Benighat Rorang Rural Municipality, rooftops of 12 houses in Gajuri Rural Municipality, and rooftops of six houses in Nilkantha Municipality's Wards 2 and 4.  Timilsina said the storm had caused damage to many villages and towns, and that he had been receiving calls from people and people's representatives seeking help.  Furthermore, the storm has damaged orange, litchi, and peach trees. A version of this article appears in the print on April 17, 2021, of The Himalayan Times."
